tanggal,KASUS,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI
12/4/2021,2,0,1,1,34343,32083,558,1702,PAPUA
12/4/2021,13,0,0,13,23395,22774,356,265,PAPUA BARAT
12/4/2021,2,0,7,-5,158248,152749,5449,50,KALIMANTAN TIMUR
12/4/2021,0,0,0,0,23104,22621,473,10,BENGKULU
12/4/2021,1,0,3,-2,38418,36342,2066,10,ACEH
12/4/2021,3,0,3,0,106051,103083,2889,79,SUMATERA UTARA
12/4/2021,5,0,2,3,52299,50773,1456,70,KEPULAUAN BANGKA BELITUNG
12/4/2021,4,0,1,3,89854,87608,2152,94,SUMATERA BARAT
12/4/2021,2,0,1,1,49722,45296,3866,560,LAMPUNG
12/4/2021,48,0,60,-12,864098,850102,13576,420,DKI JAKARTA
12/4/2021,36,0,21,15,486494,454923,30226,1345,JAWA TENGAH
12/4/2021,0,0,0,0,53884,52120,1748,16,KEPULAUAN RIAU
12/4/2021,10,1,12,-3,114255,110038,4048,169,BALI
12/4/2021,5,0,9,-4,41547,40450,1060,37,KALIMANTAN BARAT
12/4/2021,2,0,2,0,45624,44106,1429,89,KALIMANTAN TENGAH
12/4/2021,4,0,0,4,34721,33570,1058,93,SULAWESI UTARA
12/4/2021,1,0,0,1,29770,28971,789,10,JAMBI
12/4/2021,4,0,3,1,47158,45518,1602,38,SULAWESI TENGAH
12/4/2021,0,0,0,0,11833,11374,460,-1,GORONTALO
12/4/2021,49,0,67,-18,708016,692316,14737,963,JAWA BARAT
12/4/2021,27,2,32,-7,399511,369423,29673,415,JAWA TIMUR
12/4/2021,2,0,0,2,14589,14310,261,18,MALUKU
12/4/2021,0,1,10,-11,109926,107644,2239,43,SULAWESI SELATAN
12/4/2021,1,0,0,1,59941,56833,3071,37,SUMATERA SELATAN
12/4/2021,5,0,13,-8,132705,129839,2684,182,BANTEN
12/4/2021,0,0,0,0,20160,19586,527,47,SULAWESI TENGGARA
12/5/2021,1,0,0,1,27780,26876,815,89,NUSA TENGGARA BARAT
12/5/2021,8,1,8,-1,64071,62586,1341,144,NUSA TENGGARA TIMUR
12/5/2021,1,0,2,-1,69928,67509,2390,29,KALIMANTAN SELATAN
12/5/2021,0,0,0,0,35887,35055,811,21,KALIMANTAN UTARA
12/5/2021,0,0,1,-1,12354,12006,346,2,SULAWESI BARAT
12/5/2021,0,0,0,0,12101,11786,303,12,MALUKU UTARA
12/5/2021,5,0,14,-9,128838,124220,4110,508,RIAU
12/5/2021,28,0,31,-3,156836,151079,5264,493,DAERAH ISTIMEWA YOGYAKARTA
12/5/2021,0,0,0,0,34343,32083,558,1702,PAPUA
12/5/2021,7,0,2,5,23402,22776,356,270,PAPUA BARAT
12/5/2021,2,0,8,-6,158250,152757,5449,44,KALIMANTAN TIMUR
12/5/2021,0,0,0,0,23104,22621,473,10,BENGKULU
12/5/2021,1,0,1,0,38419,36343,2066,10,ACEH
12/5/2021,2,0,2,0,106053,103085,2889,79,SUMATERA UTARA
12/5/2021,2,0,3,-1,52301,50776,1456,69,KEPULAUAN BANGKA BELITUNG
12/5/2021,2,0,0,2,89856,87608,2152,96,SUMATERA BARAT
12/5/2021,1,0,0,1,49723,45296,3866,561,LAMPUNG
12/5/2021,43,1,57,-15,864141,850159,13577,405,DKI JAKARTA
12/5/2021,12,1,38,-27,486506,454961,30227,1318,JAWA TENGAH
12/5/2021,1,0,0,1,53885,52120,1748,17,KEPULAUAN RIAU
12/5/2021,5,0,9,-4,114260,110047,4048,165,BALI
12/5/2021,5,0,8,-3,41552,40458,1060,34,KALIMANTAN BARAT
12/5/2021,2,0,0,2,45626,44106,1429,91,KALIMANTAN TENGAH
12/5/2021,2,0,7,-5,34723,33577,1058,88,SULAWESI UTARA
12/5/2021,0,0,1,-1,29770,28972,789,9,JAMBI
12/5/2021,2,0,6,-4,47160,45524,1602,34,SULAWESI TENGAH
12/5/2021,1,0,0,1,11834,11374,460,0,GORONTALO
12/5/2021,27,0,64,-37,708043,692380,14737,926,JAWA BARAT
12/5/2021,29,1,26,2,399540,369449,29674,417,JAWA TIMUR
12/5/2021,0,0,3,-3,14589,14313,261,15,MALUKU
12/5/2021,0,0,3,-3,109926,107647,2239,40,SULAWESI SELATAN
12/5/2021,1,0,0,1,59942,56833,3071,38,SUMATERA SELATAN
12/5/2021,7,0,4,3,132712,129843,2684,185,BANTEN
12/5/2021,0,0,3,-3,20160,19589,527,44,SULAWESI TENGGARA
12/6/2021,0,0,12,-12,27780,26888,815,77,NUSA TENGGARA BARAT
12/6/2021,11,1,29,-19,64082,62615,1342,125,NUSA TENGGARA TIMUR
12/6/2021,1,1,6,-6,69929,67515,2391,23,KALIMANTAN SELATAN
12/6/2021,1,0,0,1,35888,35055,811,22,KALIMANTAN UTARA
12/6/2021,1,0,1,0,12355,12007,346,2,SULAWESI BARAT
12/6/2021,0,0,0,0,12101,11786,303,12,MALUKU UTARA
12/6/2021,4,0,64,-60,128842,124284,4110,448,RIAU
12/6/2021,9,0,23,-14,156845,151102,5264,479,DAERAH ISTIMEWA YOGYAKARTA
12/6/2021,1,0,1566,-1565,34344,33649,558,137,PAPUA
12/6/2021,5,0,1,4,23407,22777,356,274,PAPUA BARAT
12/6/2021,2,1,7,-6,158252,152764,5450,38,KALIMANTAN TIMUR
12/6/2021,1,0,0,1,23105,22621,473,11,BENGKULU
12/6/2021,0,0,1,-1,38419,36344,2066,9,ACEH
12/6/2021,3,0,3,0,106056,103088,2889,79,SUMATERA UTARA
12/6/2021,5,2,3,0,52306,50779,1458,69,KEPULAUAN BANGKA BELITUNG
12/6/2021,0,0,49,-49,89856,87657,2152,47,SUMATERA BARAT
12/6/2021,0,2,3,-5,49723,45299,3868,556,LAMPUNG
12/6/2021,14,2,53,-41,864155,850212,13579,364,DKI JAKARTA
12/6/2021,8,0,49,-41,486514,455010,30227,1277,JAWA TENGAH
12/6/2021,0,0,2,-2,53885,52122,1748,15,KEPULAUAN RIAU
12/6/2021,5,0,9,-4,114265,110056,4048,161,BALI
12/6/2021,5,0,6,-1,41557,40464,1060,33,KALIMANTAN BARAT
12/6/2021,4,0,2,2,45630,44108,1429,93,KALIMANTAN TENGAH
12/6/2021,0,0,0,0,34723,33577,1058,88,SULAWESI UTARA
12/6/2021,1,0,0,1,29771,28972,789,10,JAMBI
12/6/2021,0,0,1,-1,47160,45525,1602,33,SULAWESI TENGAH
12/6/2021,0,0,0,0,11834,11374,460,0,GORONTALO
12/6/2021,25,1,83,-59,708068,692463,14738,867,JAWA BARAT
12/6/2021,18,1,25,-8,399558,369474,29675,409,JAWA TIMUR
12/6/2021,0,0,2,-2,14589,14315,261,13,MALUKU
12/6/2021,3,0,2,1,109929,107649,2239,41,SULAWESI SELATAN
12/6/2021,1,0,1,0,59943,56834,3071,38,SUMATERA SELATAN
12/6/2021,2,0,1,1,132714,129844,2684,186,BANTEN
12/6/2021,0,0,0,0,20160,19589,527,44,SULAWESI TENGGARA
12/7/2021,1,0,0,1,27781,26888,815,78,NUSA TENGGARA BARAT
12/7/2021,17,1,14,2,64099,62629,1343,127,NUSA TENGGARA TIMUR
12/7/2021,1,0,0,1,69930,67515,2391,24,KALIMANTAN SELATAN
12/7/2021,0,0,7,-7,35888,35062,811,15,KALIMANTAN UTARA
12/7/2021,0,0,0,0,12355,12007,346,2,SULAWESI BARAT
12/7/2021,0,0,0,0,12101,11786,303,12,MALUKU UTARA
12/7/2021,4,0,65,-61,128846,124349,4110,387,RIAU
12/7/2021,9,0,47,-38,156854,151149,5264,441,DAERAH ISTIMEWA YOGYAKARTA
12/7/2021,5,1,1,3,34349,33650,559,140,PAPUA
12/7/2021,14,0,3,11,23421,22780,356,285,PAPUA BARAT
12/7/2021,5,0,0,5,158257,152764,5450,43,KALIMANTAN TIMUR
12/7/2021,0,0,0,0,23105,22621,473,11,BENGKULU
12/7/2021,0,0,2,-2,38419,36346,2066,7,ACEH
12/7/2021,11,0,2,9,106067,103090,2889,88,SUMATERA UTARA
12/7/2021,5,0,6,-1,52311,50785,1458,68,KEPULAUAN BANGKA BELITUNG
12/7/2021,0,0,1,-1,89856,87658,2152,46,SUMATERA BARAT
12/7/2021,1,2,2,-3,49724,45301,3870,553,LAMPUNG
12/7/2021,31,1,38,-8,864186,850250,13580,356,DKI JAKARTA
12/7/2021,17,3,38,-24,486531,455048,30230,1253,JAWA TENGAH
12/7/2021,2,0,0,2,53887,52122,1748,17,KEPULAUAN RIAU
12/7/2021,10,1,10,-1,114275,110066,4049,160,BALI
12/7/2021,5,0,7,-2,41562,40471,1060,31,KALIMANTAN BARAT
12/7/2021,1,0,6,-5,45631,44114,1429,88,KALIMANTAN TENGAH
12/7/2021,11,2,0,9,34734,33577,1060,97,SULAWESI UTARA
12/7/2021,0,0,0,0,29771,28972,789,10,JAMBI
12/7/2021,1,0,4,-3,47161,45529,1602,30,SULAWESI TENGAH
12/7/2021,0,0,0,0,11834,11374,460,0,GORONTALO
12/7/2021,59,4,102,-47,708127,692565,14742,820,JAWA BARAT
12/7/2021,36,0,41,-5,399594,369515,29675,404,JAWA TIMUR
12/7/2021,0,1,7,-8,14589,14322,262,5,MALUKU
12/7/2021,1,0,4,-3,109930,107653,2239,38,SULAWESI SELATAN
12/7/2021,5,0,3,2,59948,56837,3071,40,SUMATERA SELATAN
12/7/2021,7,0,11,-4,132721,129855,2684,182,BANTEN
12/7/2021,2,0,0,2,20162,19589,527,46,SULAWESI TENGGARA
12/8/2021,2,0,2,0,27783,26890,815,78,NUSA TENGGARA BARAT
12/8/2021,18,0,6,12,64117,62635,1343,139,NUSA TENGGARA TIMUR
12/8/2021,0,0,1,-1,69930,67516,2391,23,KALIMANTAN SELATAN
12/8/2021,0,0,0,0,35888,35062,811,15,KALIMANTAN UTARA
12/8/2021,2,0,0,2,12357,12007,346,4,SULAWESI BARAT
12/8/2021,0,0,0,0,12101,11786,303,12,MALUKU UTARA
12/8/2021,3,0,26,-23,128849,124375,4110,364,RIAU
12/8/2021,12,1,34,-23,156866,151183,5265,418,DAERAH ISTIMEWA YOGYAKARTA
12/8/2021,1,0,0,1,34350,33650,559,141,PAPUA
12/8/2021,2,0,0,2,23423,22780,356,287,PAPUA BARAT
12/8/2021,5,1,8,-4,158262,152772,5451,39,KALIMANTAN TIMUR
12/8/2021,0,0,0,0,23105,22621,473,11,BENGKULU
12/8/2021,3,0,2,1,38422,36348,2066,8,ACEH
12/8/2021,5,0,9,-4,106072,103099,2889,84,SUMATERA UTARA
12/8/2021,3,0,11,-8,52314,50796,1458,60,KEPULAUAN BANGKA BELITUNG
12/8/2021,2,0,1,1,89858,87659,2152,47,SUMATERA BARAT
12/8/2021,1,2,0,-1,49725,45301,3872,552,LAMPUNG
12/8/2021,41,1,44,-4,864227,850294,13581,352,DKI JAKARTA
12/8/2021,36,6,52,-22,486567,455100,30236,1231,JAWA TENGAH
12/8/2021,0,0,0,0,53887,52122,1748,17,KEPULAUAN RIAU
12/8/2021,13,0,9,4,114288,110075,4049,164,BALI
12/8/2021,6,0,6,0,41568,40477,1060,31,KALIMANTAN BARAT
12/8/2021,0,0,1,-1,45631,44115,1429,87,KALIMANTAN TENGAH
12/8/2021,6,0,1,5,34740,33578,1060,102,SULAWESI UTARA
12/8/2021,1,1,0,0,29772,28972,790,10,JAMBI
12/8/2021,2,0,7,-5,47163,45536,1602,25,SULAWESI TENGAH
12/8/2021,2,0,0,2,11836,11374,460,2,GORONTALO
12/8/2021,62,1,80,-19,708189,692645,14743,801,JAWA BARAT
12/8/2021,27,3,34,-10,399621,369549,29678,394,JAWA TIMUR
12/8/2021,0,0,0,0,14589,14322,262,5,MALUKU
12/8/2021,3,1,2,0,109933,107655,2240,38,SULAWESI SELATAN
12/8/2021,3,0,0,3,59951,56837,3071,43,SUMATERA SELATAN
12/8/2021,3,0,15,-12,132724,129870,2684,170,BANTEN
12/8/2021,0,0,0,0,20162,19589,527,46,SULAWESI TENGGARA
12/9/2021,3,0,2,1,27786,26892,815,79,NUSA TENGGARA BARAT
12/9/2021,8,0,6,2,64125,62641,1343,141,NUSA TENGGARA TIMUR
12/9/2021,2,0,14,-12,69932,67530,2391,11,KALIMANTAN SELATAN
12/9/2021,1,0,0,1,35889,35062,811,16,KALIMANTAN UTARA
12/9/2021,0,0,0,0,12357,12007,346,4,SULAWESI BARAT
12/9/2021,1,0,9,-8,12102,11795,303,4,MALUKU UTARA
12/9/2021,0,0,2,-2,128849,124377,4110,362,RIAU
12/9/2021,10,0,25,-15,156876,151208,5265,403,DAERAH ISTIMEWA YOGYAKARTA
12/9/2021,4,0,0,4,34354,33650,559,145,PAPUA
12/9/2021,8,0,1,7,23431,22781,356,294,PAPUA BARAT
12/9/2021,8,0,7,1,158270,152779,5451,40,KALIMANTAN TIMUR
12/9/2021,0,0,0,0,23105,22621,473,11,BENGKULU
12/9/2021,0,0,1,-1,38422,36349,2066,7,ACEH
12/9/2021,3,0,5,-2,106075,103104,2889,82,SUMATERA UTARA
12/9/2021,5,0,12,-7,52319,50808,1458,53,KEPULAUAN BANGKA BELITUNG
12/9/2021,0,0,8,-8,89858,87667,2152,39,SUMATERA BARAT
12/9/2021,1,0,1,0,49726,45302,3872,552,LAMPUNG
12/9/2021,36,2,75,-41,864263,850369,13583,311,DKI JAKARTA
12/9/2021,16,3,43,-30,486583,455143,30239,1201,JAWA TENGAH
12/9/2021,0,0,0,0,53887,52122,1748,17,KEPULAUAN RIAU
12/9/2021,13,0,4,9,114301,110079,4049,173,BALI
12/9/2021,2,0,5,-3,41570,40482,1060,28,KALIMANTAN BARAT
12/9/2021,1,0,1,0,45632,44116,1429,87,KALIMANTAN TENGAH
12/9/2021,3,2,3,-2,34743,33581,1062,100,SULAWESI UTARA
12/9/2021,0,0,0,0,29772,28972,790,10,JAMBI
12/9/2021,11,0,0,11,47174,45536,1602,36,SULAWESI TENGAH
12/9/2021,0,0,0,0,11836,11374,460,2,GORONTALO
12/9/2021,45,1,36,8,708234,692681,14744,809,JAWA BARAT
12/9/2021,30,1,26,3,399651,369575,29679,397,JAWA TIMUR
12/9/2021,0,0,0,0,14589,14322,262,5,MALUKU
12/9/2021,3,0,3,0,109936,107658,2240,38,SULAWESI SELATAN
12/9/2021,1,0,1,0,59952,56838,3071,43,SUMATERA SELATAN
12/9/2021,5,0,6,-1,132729,129876,2684,169,BANTEN
12/9/2021,0,0,0,0,20162,19589,527,46,SULAWESI TENGGARA
12/10/2021,1,0,2,-1,27787,26894,815,78,NUSA TENGGARA BARAT
12/10/2021,5,0,5,0,64130,62646,1343,141,NUSA TENGGARA TIMUR
12/10/2021,4,0,2,2,69936,67532,2391,13,KALIMANTAN SELATAN
12/10/2021,1,0,5,-4,35890,35067,811,12,KALIMANTAN UTARA
12/10/2021,1,0,0,1,12358,12007,346,5,SULAWESI BARAT
12/10/2021,3,0,0,3,12105,11795,303,7,MALUKU UTARA
12/10/2021,4,0,9,-5,128853,124386,4110,357,RIAU
12/10/2021,16,0,36,-20,156892,151244,5265,383,DAERAH ISTIMEWA YOGYAKARTA
12/10/2021,0,0,2,-2,34354,33652,559,143,PAPUA
12/10/2021,3,0,1,2,23434,22782,356,296,PAPUA BARAT
12/10/2021,1,0,9,-8,158271,152788,5451,32,KALIMANTAN TIMUR
12/10/2021,0,0,0,0,23105,22621,473,11,BENGKULU
12/10/2021,0,0,1,-1,38422,36350,2066,6,ACEH
12/10/2021,1,0,5,-4,106076,103109,2889,78,SUMATERA UTARA
12/10/2021,1,0,8,-7,52320,50816,1458,46,KEPULAUAN BANGKA BELITUNG
12/10/2021,2,0,2,0,89860,87669,2152,39,SUMATERA BARAT
12/10/2021,0,0,9,-9,49726,45311,3872,543,LAMPUNG
12/10/2021,26,0,36,-10,864289,850405,13583,301,DKI JAKARTA
12/10/2021,19,1,43,-25,486602,455186,30240,1176,JAWA TENGAH
12/10/2021,0,0,3,-3,53887,52125,1748,14,KEPULAUAN RIAU
12/10/2021,3,1,14,-12,114304,110093,4050,161,BALI
12/10/2021,13,0,9,4,41583,40491,1060,32,KALIMANTAN BARAT
12/10/2021,5,0,3,2,45637,44119,1429,89,KALIMANTAN TENGAH
12/10/2021,4,0,1,3,34747,33582,1062,103,SULAWESI UTARA
12/10/2021,0,0,1,-1,29772,28973,790,9,JAMBI
12/10/2021,7,0,2,5,47181,45538,1602,41,SULAWESI TENGAH
12/10/2021,0,0,0,0,11836,11374,460,2,GORONTALO
12/10/2021,44,0,39,5,708278,692720,14744,814,JAWA BARAT
12/10/2021,20,0,42,-22,399671,369617,29679,375,JAWA TIMUR
12/10/2021,0,0,0,0,14589,14322,262,5,MALUKU
12/10/2021,0,0,5,-5,109936,107663,2240,33,SULAWESI SELATAN
12/10/2021,4,0,0,4,59956,56838,3071,47,SUMATERA SELATAN
12/10/2021,4,1,7,-4,132733,129883,2685,165,BANTEN
12/10/2021,0,0,10,-10,20162,19599,527,36,SULAWESI TENGGARA
12/11/2021,0,0,0,0,27787,26894,815,78,NUSA TENGGARA BARAT
12/11/2021,21,0,13,8,64151,62659,1343,149,NUSA TENGGARA TIMUR
12/11/2021,0,0,0,0,69936,67532,2391,13,KALIMANTAN SELATAN
12/11/2021,1,0,0,1,35891,35067,811,13,KALIMANTAN UTARA
12/11/2021,1,0,0,1,12359,12007,346,6,SULAWESI BARAT
12/11/2021,2,0,7,-5,128855,124393,4110,352,RIAU
12/11/2021,18,0,29,-11,156910,151273,5265,372,DAERAH ISTIMEWA YOGYAKARTA
12/11/2021,2,0,0,2,34356,33652,559,145,PAPUA
12/11/2021,4,0,0,4,23438,22782,356,300,PAPUA BARAT
12/11/2021,2,0,1,1,158273,152789,5451,33,KALIMANTAN TIMUR
12/11/2021,0,0,5,-5,23105,22626,473,6,BENGKULU
12/11/2021,0,0,1,-1,38422,36351,2066,5,ACEH
12/11/2021,3,0,9,-6,106079,103118,2889,72,SUMATERA UTARA
12/11/2021,0,0,3,-3,52320,50819,1458,43,KEPULAUAN BANGKA BELITUNG
12/11/2021,2,0,3,-1,89862,87672,2152,38,SUMATERA BARAT
12/11/2021,1,0,1,0,49727,45312,3872,543,LAMPUNG
12/11/2021,32,0,42,-10,864321,850447,13583,291,DKI JAKARTA
12/11/2021,18,3,8,7,486620,455194,30243,1183,JAWA TENGAH
12/11/2021,0,0,0,0,53887,52125,1748,14,KEPULAUAN RIAU
12/11/2021,2,0,9,-7,114306,110102,4050,154,BALI
12/11/2021,20,0,5,15,41603,40496,1060,47,KALIMANTAN BARAT
12/11/2021,3,0,0,3,45640,44119,1429,92,KALIMANTAN TENGAH
12/11/2021,8,0,1,7,34755,33583,1062,110,SULAWESI UTARA
12/11/2021,0,0,0,0,29772,28973,790,9,JAMBI
12/11/2021,2,0,0,2,47183,45538,1602,43,SULAWESI TENGAH
12/11/2021,2,0,1,1,11838,11375,460,3,GORONTALO
12/11/2021,39,0,19,20,708317,692739,14744,834,JAWA BARAT
12/11/2021,22,2,19,1,399693,369636,29681,376,JAWA TIMUR
12/11/2021,0,0,0,0,14589,14322,262,5,MALUKU
12/11/2021,10,0,6,4,109946,107669,2240,37,SULAWESI SELATAN
12/11/2021,2,0,5,-3,59958,56843,3071,44,SUMATERA SELATAN
12/11/2021,7,0,3,4,132740,129886,2685,169,BANTEN
12/11/2021,4,0,1,3,20166,19600,527,39,SULAWESI TENGGARA
12/12/2021,0,0,0,0,27787,26894,815,78,NUSA TENGGARA BARAT
12/12/2021,6,0,4,2,64157,62663,1343,151,NUSA TENGGARA TIMUR
12/12/2021,0,0,1,-1,69936,67533,2391,12,KALIMANTAN SELATAN
12/12/2021,3,0,0,3,35894,35067,811,16,KALIMANTAN UTARA
12/12/2021,0,0,0,0,12359,12007,346,6,SULAWESI BARAT
12/12/2021,5,0,1,4,128860,124394,4110,356,RIAU
12/12/2021,10,0,23,-13,156920,151296,5265,359,DAERAH ISTIMEWA YOGYAKARTA
12/12/2021,1,0,0,1,34357,33652,559,146,PAPUA
12/12/2021,8,0,1,7,23446,22783,356,307,PAPUA BARAT
12/12/2021,0,0,6,-6,158273,152795,5451,27,KALIMANTAN TIMUR
12/12/2021,0,0,0,0,23105,22626,473,6,BENGKULU
12/12/2021,0,0,1,-1,38422,36352,2066,4,ACEH
12/12/2021,2,0,2,0,106081,103120,2889,72,SUMATERA UTARA
12/12/2021,7,0,4,3,52327,50823,1458,46,KEPULAUAN BANGKA BELITUNG
12/12/2021,1,0,1,0,89863,87673,2152,38,SUMATERA BARAT
12/12/2021,7,0,4,3,49734,45316,3872,546,LAMPUNG
12/12/2021,32,0,40,-8,864353,850487,13583,283,DKI JAKARTA
12/12/2021,10,0,28,-18,486630,455222,30243,1165,JAWA TENGAH
12/12/2021,0,0,0,0,53887,52125,1748,14,KEPULAUAN RIAU
12/12/2021,3,1,4,-2,114309,110106,4051,152,BALI
12/12/2021,6,1,6,-1,41609,40502,1061,46,KALIMANTAN BARAT
12/12/2021,0,0,1,-1,45640,44120,1429,91,KALIMANTAN TENGAH
12/12/2021,4,0,0,4,34759,33583,1062,114,SULAWESI UTARA
12/12/2021,0,0,0,0,29772,28973,790,9,JAMBI
12/12/2021,6,0,4,2,47189,45542,1602,45,SULAWESI TENGAH
12/12/2021,0,0,0,0,11838,11375,460,3,GORONTALO
12/12/2021,22,1,14,7,708339,692753,14745,841,JAWA BARAT
12/12/2021,22,3,29,-10,399715,369665,29684,366,JAWA TIMUR
12/12/2021,0,0,0,0,14589,14322,262,5,MALUKU
12/12/2021,2,0,4,-2,109948,107673,2240,35,SULAWESI SELATAN
12/12/2021,0,0,2,-2,59958,56845,3071,42,SUMATERA SELATAN
12/12/2021,7,0,3,4,132747,129889,2685,173,BANTEN
12/12/2021,0,0,1,-1,20166,19601,527,38,SULAWESI TENGGARA
12/13/2021,0,0,3,-3,27787,26897,815,75,NUSA TENGGARA BARAT
12/13/2021,5,1,29,-25,64162,62692,1344,126,NUSA TENGGARA TIMUR
12/13/2021,0,0,2,-2,69936,67535,2391,10,KALIMANTAN SELATAN
12/13/2021,0,0,3,-3,35894,35070,811,13,KALIMANTAN UTARA
12/13/2021,0,0,0,0,12359,12007,346,6,SULAWESI BARAT
12/13/2021,3,0,11,-8,128863,124405,4110,348,RIAU
12/13/2021,5,0,15,-10,156925,151311,5265,349,DAERAH ISTIMEWA YOGYAKARTA
12/13/2021,0,0,0,0,34357,33652,559,146,PAPUA
12/13/2021,7,0,0,7,23453,22783,356,314,PAPUA BARAT
12/13/2021,3,0,6,-3,158276,152801,5451,24,KALIMANTAN TIMUR
12/13/2021,0,0,0,0,23105,22626,473,6,BENGKULU
12/13/2021,0,0,1,-1,38422,36353,2066,3,ACEH
12/13/2021,4,0,0,4,106085,103120,2889,76,SUMATERA UTARA
12/13/2021,0,0,13,-13,52327,50836,1458,33,KEPULAUAN BANGKA BELITUNG
12/13/2021,1,0,0,1,89864,87673,2152,39,SUMATERA BARAT
12/13/2021,0,4,1,-5,49734,45317,3876,541,LAMPUNG
12/13/2021,16,0,40,-24,864369,850527,13583,259,DKI JAKARTA
12/13/2021,12,4,31,-23,486642,455253,30247,1142,JAWA TENGAH
12/13/2021,0,0,3,-3,53887,52128,1748,11,KEPULAUAN RIAU
12/13/2021,5,1,14,-10,114314,110120,4052,142,BALI
12/13/2021,1,0,8,-7,41610,40510,1061,39,KALIMANTAN BARAT
12/13/2021,1,0,0,1,45641,44120,1429,92,KALIMANTAN TENGAH
12/13/2021,1,0,4,-3,34760,33587,1062,111,SULAWESI UTARA
12/13/2021,2,0,0,2,29774,28973,790,11,JAMBI
12/13/2021,3,0,9,-6,47192,45551,1602,39,SULAWESI TENGAH
12/13/2021,0,0,0,0,11838,11375,460,3,GORONTALO
12/13/2021,18,1,52,-35,708357,692805,14746,806,JAWA BARAT
12/13/2021,14,0,20,-6,399729,369685,29684,360,JAWA TIMUR
12/13/2021,0,0,1,-1,14589,14323,262,4,MALUKU
12/13/2021,0,0,3,-3,109948,107676,2240,32,SULAWESI SELATAN
12/13/2021,2,0,2,0,59960,56847,3071,42,SUMATERA SELATAN
12/13/2021,3,1,7,-5,132750,129896,2686,168,BANTEN
12/13/2021,0,0,2,-2,20166,19603,527,36,SULAWESI TENGGARA
12/14/2021,1,0,0,1,27788,26897,815,76,NUSA TENGGARA BARAT
12/14/2021,7,1,9,-3,64169,62701,1345,123,NUSA TENGGARA TIMUR
12/14/2021,0,0,0,0,69936,67535,2391,10,KALIMANTAN SELATAN
12/14/2021,2,0,0,2,35896,35070,811,15,KALIMANTAN UTARA
12/14/2021,2,0,0,2,12361,12007,346,8,SULAWESI BARAT
12/14/2021,8,0,4,4,128871,124409,4110,352,RIAU
12/14/2021,5,0,21,-16,156930,151332,5265,333,DAERAH ISTIMEWA YOGYAKARTA
12/14/2021,2,0,1,1,34359,33653,559,147,PAPUA
12/14/2021,6,0,0,6,23459,22783,356,320,PAPUA BARAT
12/14/2021,7,0,0,7,158283,152801,5451,31,KALIMANTAN TIMUR
12/14/2021,1,0,0,1,23106,22626,473,7,BENGKULU
12/14/2021,0,0,1,-1,38422,36354,2066,2,ACEH
12/14/2021,1,0,14,-13,106086,103134,2889,63,SUMATERA UTARA
12/14/2021,2,0,4,-2,52329,50840,1458,31,KEPULAUAN BANGKA BELITUNG
12/14/2021,1,0,1,0,89865,87674,2152,39,SUMATERA BARAT
12/14/2021,0,0,1,-1,49734,45318,3876,540,LAMPUNG
12/14/2021,20,0,25,-5,864389,850552,13583,254,DKI JAKARTA
12/14/2021,16,1,33,-18,486658,455286,30248,1124,JAWA TENGAH
12/14/2021,0,0,0,0,53887,52128,1748,11,KEPULAUAN RIAU
12/14/2021,9,1,5,3,114323,110125,4053,145,BALI
12/14/2021,10,0,6,4,41620,40516,1061,43,KALIMANTAN BARAT
12/14/2021,2,1,0,1,45643,44120,1430,93,KALIMANTAN TENGAH
12/14/2021,3,0,4,-1,34763,33591,1062,110,SULAWESI UTARA
12/14/2021,0,0,2,-2,29774,28975,790,9,JAMBI
12/14/2021,1,0,4,-3,47193,45555,1602,36,SULAWESI TENGAH
12/14/2021,3,0,0,3,11841,11375,460,6,GORONTALO
12/14/2021,39,3,78,-42,708396,692883,14749,764,JAWA BARAT
12/14/2021,27,3,21,3,399756,369706,29687,363,JAWA TIMUR
12/14/2021,0,0,0,0,14589,14323,262,4,MALUKU
12/14/2021,5,0,1,4,109953,107677,2240,36,SULAWESI SELATAN
12/14/2021,5,1,4,0,59965,56851,3072,42,SUMATERA SELATAN
12/14/2021,5,1,7,-3,132755,129903,2687,165,BANTEN
12/14/2021,0,0,0,0,20166,19603,527,36,SULAWESI TENGGARA
12/15/2021,2,0,0,2,27790,26897,815,78,NUSA TENGGARA BARAT
12/15/2021,5,0,4,1,64174,62705,1345,124,NUSA TENGGARA TIMUR
12/15/2021,2,0,1,1,69938,67536,2391,11,KALIMANTAN SELATAN
12/15/2021,1,0,1,0,35897,35071,811,15,KALIMANTAN UTARA
12/15/2021,0,0,0,0,12361,12007,346,8,SULAWESI BARAT
12/15/2021,2,0,2,0,128873,124411,4110,352,RIAU
12/15/2021,7,0,23,-16,156937,151355,5265,317,DAERAH ISTIMEWA YOGYAKARTA
12/15/2021,1,0,0,1,34360,33653,559,148,PAPUA
12/15/2021,7,0,0,7,23466,22783,356,327,PAPUA BARAT
12/15/2021,5,0,1,4,158288,152802,5451,35,KALIMANTAN TIMUR
12/15/2021,1,0,0,1,38423,36354,2066,3,ACEH
12/15/2021,3,0,7,-4,106089,103141,2889,59,SUMATERA UTARA
12/15/2021,1,0,2,-1,52330,50842,1458,30,KEPULAUAN BANGKA BELITUNG
