tanggal,KASUS,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI
12/15/2021,0,0,4,-4,89865,87678,2152,35,SUMATERA BARAT
12/15/2021,3,0,7,-4,49737,45325,3876,536,LAMPUNG
12/15/2021,23,0,25,-2,864412,850577,13583,252,DKI JAKARTA
12/15/2021,29,5,34,-10,486687,455320,30253,1114,JAWA TENGAH
12/15/2021,1,0,0,1,53888,52128,1748,12,KEPULAUAN RIAU
12/15/2021,2,0,19,-17,114325,110144,4053,128,BALI
12/15/2021,5,0,9,-4,41625,40525,1061,39,KALIMANTAN BARAT
12/15/2021,1,1,5,-5,45644,44125,1431,88,KALIMANTAN TENGAH
12/15/2021,2,0,0,2,34765,33591,1062,112,SULAWESI UTARA
12/15/2021,4,0,0,4,29778,28975,790,13,JAMBI
12/15/2021,10,0,1,9,47203,45556,1602,45,SULAWESI TENGAH
12/15/2021,2,0,0,2,11843,11375,460,8,GORONTALO
12/15/2021,52,0,57,-5,708448,692940,14749,759,JAWA BARAT
12/15/2021,28,2,25,1,399784,369731,29689,364,JAWA TIMUR
12/15/2021,0,0,0,0,14589,14323,262,4,MALUKU
12/15/2021,3,0,3,0,109956,107680,2240,36,SULAWESI SELATAN
12/15/2021,1,0,1,0,59966,56852,3072,42,SUMATERA SELATAN
12/15/2021,2,0,5,-3,132757,129908,2687,162,BANTEN
12/15/2021,0,0,0,0,20166,19603,527,36,SULAWESI TENGGARA
12/16/2021,3,0,0,3,27793,26897,815,81,NUSA TENGGARA BARAT
12/16/2021,7,0,2,5,64181,62707,1345,129,NUSA TENGGARA TIMUR
12/16/2021,1,0,0,1,69939,67536,2391,12,KALIMANTAN SELATAN
12/16/2021,7,0,0,7,35904,35071,811,22,KALIMANTAN UTARA
12/16/2021,0,1,3,-4,12361,12010,347,4,SULAWESI BARAT
12/16/2021,2,0,7,-5,128875,124418,4110,347,RIAU
12/16/2021,6,1,26,-21,156943,151381,5266,296,DAERAH ISTIMEWA YOGYAKARTA
12/16/2021,0,0,0,0,34360,33653,559,148,PAPUA
12/16/2021,17,0,0,17,23483,22783,356,344,PAPUA BARAT
12/16/2021,5,0,5,0,158293,152807,5451,35,KALIMANTAN TIMUR
12/16/2021,1,0,2,-1,38424,36356,2066,2,ACEH
12/16/2021,3,1,1,1,106092,103142,2890,60,SUMATERA UTARA
12/16/2021,3,0,3,0,52333,50845,1458,30,KEPULAUAN BANGKA BELITUNG
12/16/2021,1,0,7,-6,89866,87685,2152,29,SUMATERA BARAT
12/16/2021,1,1,0,0,49738,45325,3877,536,LAMPUNG
12/16/2021,40,0,38,2,864452,850615,13583,254,DKI JAKARTA
12/16/2021,23,2,31,-10,486710,455351,30255,1104,JAWA TENGAH
12/16/2021,8,0,0,8,53896,52128,1748,20,KEPULAUAN RIAU
12/16/2021,3,1,15,-13,114328,110159,4054,115,BALI
12/16/2021,4,0,8,-4,41629,40533,1061,35,KALIMANTAN BARAT
12/16/2021,1,0,1,0,45645,44126,1431,88,KALIMANTAN TENGAH
12/16/2021,1,0,5,-4,34766,33596,1062,108,SULAWESI UTARA
12/16/2021,2,0,2,0,29780,28977,790,13,JAMBI
12/16/2021,2,1,5,-4,47205,45561,1603,41,SULAWESI TENGAH
12/16/2021,0,0,3,-3,11843,11378,460,5,GORONTALO
12/16/2021,38,0,37,1,708486,692977,14749,760,JAWA BARAT
12/16/2021,25,1,24,0,399809,369755,29690,364,JAWA TIMUR
12/16/2021,0,0,0,0,14589,14323,262,4,MALUKU
12/16/2021,3,0,4,-1,109959,107684,2240,35,SULAWESI SELATAN
12/16/2021,5,0,0,5,59971,56852,3072,47,SUMATERA SELATAN
12/16/2021,2,0,6,-4,132759,129914,2687,158,BANTEN
12/16/2021,0,0,1,-1,20166,19604,527,35,SULAWESI TENGGARA
12/17/2021,0,0,1,-1,27793,26898,815,80,NUSA TENGGARA BARAT
12/17/2021,9,0,15,-6,64190,62722,1345,123,NUSA TENGGARA TIMUR
12/17/2021,0,0,1,-1,69939,67537,2391,11,KALIMANTAN SELATAN
12/17/2021,0,0,0,0,35904,35071,811,22,KALIMANTAN UTARA
12/17/2021,0,0,0,0,12361,12010,347,4,SULAWESI BARAT
12/17/2021,8,3,4,1,128883,124422,4113,348,RIAU
12/17/2021,3,1,13,-11,156946,151394,5267,285,DAERAH ISTIMEWA YOGYAKARTA
12/17/2021,1,0,0,1,34361,33653,559,149,PAPUA
12/17/2021,8,0,0,8,23491,22783,356,352,PAPUA BARAT
12/17/2021,4,0,3,1,158297,152810,5451,36,KALIMANTAN TIMUR
12/17/2021,1,0,1,0,38425,36357,2066,2,ACEH
12/17/2021,2,0,1,1,106094,103143,2890,61,SUMATERA UTARA
12/17/2021,0,0,8,-8,52333,50853,1458,22,KEPULAUAN BANGKA BELITUNG
12/17/2021,0,0,0,0,89866,87685,2152,29,SUMATERA BARAT
12/17/2021,0,0,1,-1,49738,45326,3877,535,LAMPUNG
12/17/2021,38,0,33,5,864490,850648,13583,259,DKI JAKARTA
12/17/2021,21,1,20,0,486731,455371,30256,1104,JAWA TENGAH
12/17/2021,70,0,0,70,53966,52128,1748,90,KEPULAUAN RIAU
12/17/2021,5,0,14,-9,114333,110173,4054,106,BALI
12/17/2021,4,0,6,-2,41633,40539,1061,33,KALIMANTAN BARAT
12/17/2021,2,0,0,2,45647,44126,1431,90,KALIMANTAN TENGAH
12/17/2021,9,0,3,6,34775,33599,1062,114,SULAWESI UTARA
12/17/2021,2,0,1,1,29782,28978,790,14,JAMBI
12/17/2021,22,1,4,17,47227,45565,1604,58,SULAWESI TENGAH
12/17/2021,0,0,0,0,11843,11378,460,5,GORONTALO
12/17/2021,51,0,45,6,708537,693022,14749,766,JAWA BARAT
12/17/2021,23,0,22,1,399832,369777,29690,365,JAWA TIMUR
12/17/2021,0,0,0,0,14589,14323,262,4,MALUKU
12/17/2021,3,0,0,3,109962,107684,2240,38,SULAWESI SELATAN
12/17/2021,0,1,4,-5,59971,56856,3073,42,SUMATERA SELATAN
12/17/2021,4,0,7,-3,132763,129921,2687,155,BANTEN
12/17/2021,1,0,0,1,20167,19604,527,36,SULAWESI TENGGARA
12/18/2021,0,0,0,0,27793,26898,815,80,NUSA TENGGARA BARAT
12/18/2021,7,1,19,-13,64197,62741,1346,110,NUSA TENGGARA TIMUR
12/18/2021,1,0,1,0,69940,67538,2391,11,KALIMANTAN SELATAN
12/18/2021,0,0,0,0,35904,35071,811,22,KALIMANTAN UTARA
12/18/2021,0,0,0,0,12361,12010,347,4,SULAWESI BARAT
12/18/2021,6,0,3,3,128889,124425,4113,351,RIAU
12/18/2021,8,0,20,-12,156954,151414,5267,273,DAERAH ISTIMEWA YOGYAKARTA
12/18/2021,2,0,0,2,34363,33653,559,151,PAPUA
12/18/2021,17,0,0,17,23508,22783,356,369,PAPUA BARAT
12/18/2021,1,0,7,-6,158298,152817,5451,30,KALIMANTAN TIMUR
12/18/2021,0,0,0,0,38425,36357,2066,2,ACEH
12/18/2021,0,2,1,-3,106094,103144,2892,58,SUMATERA UTARA
12/18/2021,3,0,2,1,52336,50855,1458,23,KEPULAUAN BANGKA BELITUNG
12/18/2021,2,0,0,2,89868,87685,2152,31,SUMATERA BARAT
12/18/2021,1,1,6,-6,49739,45332,3878,529,LAMPUNG
12/18/2021,74,0,30,44,864564,850678,13583,303,DKI JAKARTA
12/18/2021,17,1,11,5,486748,455382,30257,1109,JAWA TENGAH
12/18/2021,11,0,0,11,53977,52128,1748,101,KEPULAUAN RIAU
12/18/2021,4,0,11,-7,114337,110184,4054,99,BALI
12/18/2021,2,0,5,-3,41635,40544,1061,30,KALIMANTAN BARAT
12/18/2021,1,0,1,0,45648,44127,1431,90,KALIMANTAN TENGAH
12/18/2021,4,0,1,3,34779,33600,1062,117,SULAWESI UTARA
12/18/2021,0,0,0,0,29782,28978,790,14,JAMBI
12/18/2021,4,0,0,4,47231,45565,1604,62,SULAWESI TENGAH
12/18/2021,0,0,0,0,11843,11378,460,5,GORONTALO
12/18/2021,40,1,37,2,708577,693059,14750,768,JAWA BARAT
12/18/2021,20,2,18,0,399852,369795,29692,365,JAWA TIMUR
12/18/2021,3,1,0,2,14592,14323,263,6,MALUKU
12/18/2021,0,0,2,-2,109962,107686,2240,36,SULAWESI SELATAN
12/18/2021,1,5,2,-6,59972,56858,3078,36,SUMATERA SELATAN
12/18/2021,3,0,35,-32,132766,129956,2687,123,BANTEN
12/18/2021,0,0,0,0,20167,19604,527,36,SULAWESI TENGGARA
12/19/2021,1,0,0,1,27794,26898,815,81,NUSA TENGGARA BARAT
12/19/2021,2,0,6,-4,64199,62747,1346,106,NUSA TENGGARA TIMUR
12/19/2021,2,0,3,-1,69942,67541,2391,10,KALIMANTAN SELATAN
12/19/2021,11,0,0,11,35915,35071,811,33,KALIMANTAN UTARA
12/19/2021,0,0,0,0,12361,12010,347,4,SULAWESI BARAT
12/19/2021,5,0,2,3,128894,124427,4113,354,RIAU
12/19/2021,1,0,11,-10,156955,151425,5267,263,DAERAH ISTIMEWA YOGYAKARTA
12/19/2021,0,0,0,0,34363,33653,559,151,PAPUA
12/19/2021,7,0,5,2,23515,22788,356,371,PAPUA BARAT
12/19/2021,6,0,2,4,158304,152819,5451,34,KALIMANTAN TIMUR
12/19/2021,0,0,0,0,38425,36357,2066,2,ACEH
12/19/2021,3,0,0,3,106097,103144,2892,61,SUMATERA UTARA
12/19/2021,6,0,1,5,52342,50856,1458,28,KEPULAUAN BANGKA BELITUNG
12/19/2021,0,0,2,-2,89868,87687,2152,29,SUMATERA BARAT
12/19/2021,3,2,0,1,49742,45332,3880,530,LAMPUNG
12/19/2021,43,0,46,-3,864607,850724,13583,300,DKI JAKARTA
12/19/2021,5,0,0,5,486753,455382,30257,1114,JAWA TENGAH
12/19/2021,3,0,0,3,53980,52128,1748,104,KEPULAUAN RIAU
12/19/2021,3,0,15,-12,114340,110199,4054,87,BALI
12/19/2021,2,0,7,-5,41637,40551,1061,25,KALIMANTAN BARAT
12/19/2021,0,0,1,-1,45648,44128,1431,89,KALIMANTAN TENGAH
12/19/2021,1,0,2,-1,34780,33602,1062,116,SULAWESI UTARA
12/19/2021,0,0,0,0,29782,28978,790,14,JAMBI
12/19/2021,0,0,3,-3,47231,45568,1604,59,SULAWESI TENGAH
12/19/2021,1,0,0,1,11844,11378,460,6,GORONTALO
12/19/2021,30,0,11,19,708607,693070,14750,787,JAWA BARAT
12/19/2021,22,0,16,6,399874,369811,29692,371,JAWA TIMUR
12/19/2021,0,0,0,0,14592,14323,263,6,MALUKU
12/19/2021,4,0,5,-1,109966,107691,2240,35,SULAWESI SELATAN
12/19/2021,0,0,2,-2,59972,56860,3078,34,SUMATERA SELATAN
12/19/2021,3,0,4,-1,132769,129960,2687,122,BANTEN
12/19/2021,0,0,0,0,20167,19604,527,36,SULAWESI TENGGARA
12/20/2021,0,0,1,-1,27794,26899,815,80,NUSA TENGGARA BARAT
12/20/2021,10,1,7,2,64209,62754,1347,108,NUSA TENGGARA TIMUR
12/20/2021,2,0,2,0,69944,67543,2391,10,KALIMANTAN SELATAN
12/20/2021,9,0,0,9,35924,35071,811,42,KALIMANTAN UTARA
12/20/2021,0,0,0,0,12361,12010,347,4,SULAWESI BARAT
12/20/2021,2,0,4,-2,128896,124431,4113,352,RIAU
12/20/2021,2,1,14,-13,156957,151439,5268,250,DAERAH ISTIMEWA YOGYAKARTA
12/20/2021,0,0,0,0,34363,33653,559,151,PAPUA
12/20/2021,3,0,0,3,23518,22788,356,374,PAPUA BARAT
12/20/2021,5,1,2,2,158309,152821,5452,36,KALIMANTAN TIMUR
12/20/2021,0,0,0,0,38425,36357,2066,2,ACEH
12/20/2021,2,0,8,-6,106099,103152,2892,55,SUMATERA UTARA
12/20/2021,2,3,0,-1,52344,50856,1461,27,KEPULAUAN BANGKA BELITUNG
12/20/2021,0,0,1,-1,89868,87688,2152,28,SUMATERA BARAT
12/20/2021,3,1,0,2,49745,45332,3881,532,LAMPUNG
12/20/2021,38,0,23,15,864645,850747,13583,315,DKI JAKARTA
12/20/2021,7,2,37,-32,486760,455419,30259,1082,JAWA TENGAH
12/20/2021,0,0,0,0,53980,52128,1748,104,KEPULAUAN RIAU
12/20/2021,5,0,15,-10,114345,110214,4054,77,BALI
12/20/2021,1,0,6,-5,41638,40557,1061,20,KALIMANTAN BARAT
12/20/2021,0,0,0,0,45648,44128,1431,89,KALIMANTAN TENGAH
12/20/2021,1,0,1,0,34781,33603,1062,116,SULAWESI UTARA
12/20/2021,0,0,0,0,29782,28978,790,14,JAMBI
12/20/2021,1,0,5,-4,47232,45573,1604,55,SULAWESI TENGAH
12/20/2021,0,0,0,0,11844,11378,460,6,GORONTALO
12/20/2021,23,0,65,-42,708630,693135,14750,745,JAWA BARAT
12/20/2021,15,1,20,-6,399889,369831,29693,365,JAWA TIMUR
12/20/2021,0,1,1,-2,14592,14324,264,4,MALUKU
12/20/2021,2,0,3,-1,109968,107694,2240,34,SULAWESI SELATAN
12/20/2021,1,0,3,-2,59973,56863,3078,32,SUMATERA SELATAN
12/20/2021,0,0,6,-6,132769,129966,2687,116,BANTEN
12/20/2021,0,0,0,0,20167,19604,527,36,SULAWESI TENGGARA
12/21/2021,0,1,2,-3,27794,26901,816,77,NUSA TENGGARA BARAT
12/21/2021,5,0,21,-16,64214,62775,1347,92,NUSA TENGGARA TIMUR
12/21/2021,1,0,1,0,69945,67544,2391,10,KALIMANTAN SELATAN
12/21/2021,0,0,3,-3,35924,35074,811,39,KALIMANTAN UTARA
12/21/2021,3,0,0,3,12364,12010,347,7,SULAWESI BARAT
12/21/2021,5,0,2,3,128901,124433,4113,355,RIAU
12/21/2021,4,0,21,-17,156961,151460,5268,233,DAERAH ISTIMEWA YOGYAKARTA
12/21/2021,2,0,0,2,34365,33653,559,153,PAPUA
12/21/2021,7,0,0,7,23525,22788,356,381,PAPUA BARAT
12/21/2021,4,0,1,3,158313,152822,5452,39,KALIMANTAN TIMUR
12/21/2021,1,0,0,1,38426,36357,2066,3,ACEH
12/21/2021,5,0,2,3,106104,103154,2892,58,SUMATERA UTARA
12/21/2021,1,0,2,-1,52345,50858,1461,26,KEPULAUAN BANGKA BELITUNG
12/21/2021,1,0,1,0,89869,87689,2152,28,SUMATERA BARAT
12/21/2021,1,0,2,-1,49746,45334,3881,531,LAMPUNG
12/21/2021,55,0,20,35,864700,850767,13583,350,DKI JAKARTA
12/21/2021,25,3,11,11,486785,455430,30262,1093,JAWA TENGAH
12/21/2021,3,0,0,3,53983,52128,1748,107,KEPULAUAN RIAU
12/21/2021,4,0,17,-13,114349,110231,4054,64,BALI
12/21/2021,10,0,6,4,41648,40563,1061,24,KALIMANTAN BARAT
12/21/2021,2,0,2,0,45650,44130,1431,89,KALIMANTAN TENGAH
12/21/2021,8,0,0,8,34789,33603,1062,124,SULAWESI UTARA
12/21/2021,0,0,0,0,29782,28978,790,14,JAMBI
12/21/2021,1,0,2,-1,47233,45575,1604,54,SULAWESI TENGAH
12/21/2021,2,0,2,0,11846,11380,460,6,GORONTALO
12/21/2021,35,1,59,-25,708665,693194,14751,720,JAWA BARAT
12/21/2021,14,5,23,-14,399903,369854,29698,351,JAWA TIMUR
12/21/2021,2,0,0,2,14594,14324,264,6,MALUKU
12/21/2021,2,0,1,1,109970,107695,2240,35,SULAWESI SELATAN
12/21/2021,2,0,2,0,59975,56865,3078,32,SUMATERA SELATAN
12/21/2021,11,0,2,9,132780,129968,2687,125,BANTEN
12/21/2021,0,0,0,0,20167,19604,527,36,SULAWESI TENGGARA
12/22/2021,1,0,4,-3,27795,26905,816,74,NUSA TENGGARA BARAT
12/22/2021,5,0,10,-5,64219,62785,1347,87,NUSA TENGGARA TIMUR
12/22/2021,1,0,2,-1,69946,67546,2391,9,KALIMANTAN SELATAN
12/22/2021,5,0,0,5,35929,35074,811,44,KALIMANTAN UTARA
12/22/2021,0,0,1,-1,12364,12011,347,6,SULAWESI BARAT
12/22/2021,9,2,4,3,128910,124437,4115,358,RIAU
12/22/2021,3,0,17,-14,156964,151477,5268,219,DAERAH ISTIMEWA YOGYAKARTA
12/22/2021,0,0,49,-49,34365,33702,559,104,PAPUA
12/22/2021,4,0,0,4,23529,22788,356,385,PAPUA BARAT
12/22/2021,1,0,5,-4,158314,152827,5452,35,KALIMANTAN TIMUR
12/22/2021,0,0,0,0,38426,36357,2066,3,ACEH
12/22/2021,0,0,3,-3,106104,103157,2892,55,SUMATERA UTARA
12/22/2021,3,0,1,2,52348,50859,1461,28,KEPULAUAN BANGKA BELITUNG
12/22/2021,0,0,0,0,89869,87689,2152,28,SUMATERA BARAT
12/22/2021,1,1,1,-1,49747,45335,3882,530,LAMPUNG
12/22/2021,43,1,20,22,864743,850787,13584,372,DKI JAKARTA
12/22/2021,17,2,26,-11,486802,455456,30264,1082,JAWA TENGAH
12/22/2021,29,0,0,29,54012,52128,1748,136,KEPULAUAN RIAU
12/22/2021,5,0,2,3,114354,110233,4054,67,BALI
12/22/2021,3,0,5,-2,41651,40568,1061,22,KALIMANTAN BARAT
12/22/2021,1,0,1,0,45651,44131,1431,89,KALIMANTAN TENGAH
12/22/2021,0,0,8,-8,34789,33611,1062,116,SULAWESI UTARA
12/22/2021,0,1,1,-2,29782,28979,791,12,JAMBI
12/22/2021,5,0,2,3,47238,45577,1604,57,SULAWESI TENGAH
12/22/2021,0,0,1,-1,11846,11381,460,5,GORONTALO
12/22/2021,19,0,63,-44,708684,693257,14751,676,JAWA BARAT
12/22/2021,9,1,15,-7,399912,369869,29699,344,JAWA TIMUR
12/22/2021,0,0,1,-1,14594,14325,264,5,MALUKU
12/22/2021,5,1,5,-1,109975,107700,2241,34,SULAWESI SELATAN
12/22/2021,0,3,4,-7,59975,56869,3081,25,SUMATERA SELATAN
12/22/2021,9,0,2,7,132789,129970,2687,132,BANTEN
12/22/2021,0,0,0,0,20167,19604,527,36,SULAWESI TENGGARA
12/23/2021,2,0,6,-4,27797,26911,816,70,NUSA TENGGARA BARAT
12/23/2021,8,0,6,2,64227,62791,1347,89,NUSA TENGGARA TIMUR
12/23/2021,1,0,0,1,69947,67546,2391,10,KALIMANTAN SELATAN
12/23/2021,4,0,0,4,35933,35074,811,48,KALIMANTAN UTARA
12/23/2021,0,0,1,-1,12364,12012,347,5,SULAWESI BARAT
12/23/2021,2,0,2,0,128912,124439,4115,358,RIAU
12/23/2021,1,0,15,-14,156965,151492,5268,205,DAERAH ISTIMEWA YOGYAKARTA
12/23/2021,2,0,0,2,34367,33702,559,106,PAPUA
12/23/2021,2,0,1,1,23531,22789,356,386,PAPUA BARAT
12/23/2021,2,0,2,0,158316,152829,5452,35,KALIMANTAN TIMUR
12/23/2021,0,0,0,0,38426,36357,2066,3,ACEH
12/23/2021,1,0,0,1,106105,103157,2892,56,SUMATERA UTARA
12/23/2021,2,0,2,0,52350,50861,1461,28,KEPULAUAN BANGKA BELITUNG
12/23/2021,0,0,2,-2,89869,87691,2152,26,SUMATERA BARAT
12/23/2021,1,1,1,-1,49748,45336,3883,529,LAMPUNG
12/23/2021,16,0,52,-36,864759,850839,13584,336,DKI JAKARTA
12/23/2021,22,5,27,-10,486824,455483,30269,1072,JAWA TENGAH
12/23/2021,9,0,0,9,54021,52128,1748,145,KEPULAUAN RIAU
12/23/2021,2,1,14,-13,114356,110247,4055,54,BALI
12/23/2021,2,0,4,-2,41653,40572,1061,20,KALIMANTAN BARAT
12/23/2021,0,0,2,-2,45651,44133,1431,87,KALIMANTAN TENGAH
12/23/2021,1,0,3,-2,34790,33614,1062,114,SULAWESI UTARA
12/23/2021,4,0,4,0,29786,28983,791,12,JAMBI
12/23/2021,1,0,2,-1,47239,45579,1604,56,SULAWESI TENGAH
12/23/2021,1,1,0,0,11847,11381,461,5,GORONTALO
12/23/2021,26,0,53,-27,708710,693310,14751,649,JAWA BARAT
12/23/2021,17,0,20,-3,399929,369889,29699,341,JAWA TIMUR
12/23/2021,0,0,0,0,14594,14325,264,5,MALUKU
12/23/2021,3,0,5,-2,109978,107705,2241,32,SULAWESI SELATAN
12/23/2021,1,0,2,-1,59976,56871,3081,24,SUMATERA SELATAN
12/23/2021,3,0,7,-4,132792,129977,2687,128,BANTEN
12/23/2021,0,0,0,0,20167,19604,527,36,SULAWESI TENGGARA
12/24/2021,3,0,0,3,27800,26911,816,73,NUSA TENGGARA BARAT
12/24/2021,4,0,2,2,64231,62793,1347,91,NUSA TENGGARA TIMUR
12/24/2021,0,0,0,0,69947,67546,2391,10,KALIMANTAN SELATAN
12/24/2021,0,0,0,0,35933,35074,811,48,KALIMANTAN UTARA
12/24/2021,1,0,0,1,12365,12012,347,6,SULAWESI BARAT
12/24/2021,3,1,9,-7,128915,124448,4116,351,RIAU
12/24/2021,4,0,40,-36,156969,151532,5268,169,DAERAH ISTIMEWA YOGYAKARTA
12/24/2021,3,0,2,1,34370,33704,559,107,PAPUA
12/24/2021,6,0,2,4,23537,22791,356,390,PAPUA BARAT
12/24/2021,1,0,2,-1,158317,152831,5452,34,KALIMANTAN TIMUR
12/24/2021,1,0,2,-1,38427,36359,2066,2,ACEH
12/24/2021,1,0,2,-1,106106,103159,2892,55,SUMATERA UTARA
12/24/2021,1,0,1,0,52351,50862,1461,28,KEPULAUAN BANGKA BELITUNG
12/24/2021,0,0,0,0,89869,87691,2152,26,SUMATERA BARAT
12/24/2021,1,1,2,-2,49749,45338,3884,527,LAMPUNG
12/24/2021,69,0,29,40,864828,850868,13584,376,DKI JAKARTA
12/24/2021,13,2,15,-4,486837,455498,30271,1068,JAWA TENGAH
12/24/2021,31,0,0,31,54052,52128,1748,176,KEPULAUAN RIAU
12/24/2021,2,1,2,-1,114358,110249,4056,53,BALI
12/24/2021,2,0,5,-3,41655,40577,1061,17,KALIMANTAN BARAT
12/24/2021,0,0,0,0,45651,44133,1431,87,KALIMANTAN TENGAH
12/24/2021,0,0,0,0,34790,33614,1062,114,SULAWESI UTARA
12/24/2021,0,0,0,0,29786,28983,791,12,JAMBI
12/24/2021,1,0,4,-3,47240,45583,1604,53,SULAWESI TENGAH
12/24/2021,1,0,0,1,11848,11381,461,6,GORONTALO
12/24/2021,22,0,25,-3,708732,693335,14751,646,JAWA BARAT
12/24/2021,25,0,21,4,399954,369910,29699,345,JAWA TIMUR
12/24/2021,0,0,0,0,14594,14325,264,5,MALUKU
12/24/2021,3,0,4,-1,109981,107709,2241,31,SULAWESI SELATAN
12/24/2021,2,0,2,0,59978,56873,3081,24,SUMATERA SELATAN
12/24/2021,4,0,5,-1,132796,129982,2687,127,BANTEN
12/24/2021,0,0,0,0,20167,19604,527,36,SULAWESI TENGGARA
12/25/2021,0,0,0,0,27800,26911,816,73,NUSA TENGGARA BARAT
12/25/2021,3,0,3,0,64234,62796,1347,91,NUSA TENGGARA TIMUR
12/25/2021,2,0,0,2,69949,67546,2391,12,KALIMANTAN SELATAN
12/25/2021,0,0,8,-8,35933,35082,811,40,KALIMANTAN UTARA
12/25/2021,2,0,1,1,12367,12013,347,7,SULAWESI BARAT
12/25/2021,1,0,2,-1,128916,124450,4116,350,RIAU
12/25/2021,4,0,20,-16,156973,151552,5268,153,DAERAH ISTIMEWA YOGYAKARTA
12/25/2021,1,0,0,1,34371,33704,559,108,PAPUA
12/25/2021,18,0,0,18,23555,22791,356,408,PAPUA BARAT
12/25/2021,3,0,8,-5,158320,152839,5452,29,KALIMANTAN TIMUR
12/25/2021,0,0,0,0,38427,36359,2066,2,ACEH
12/25/2021,1,0,1,0,106107,103160,2892,55,SUMATERA UTARA
12/25/2021,2,0,1,1,52353,50863,1461,29,KEPULAUAN BANGKA BELITUNG
12/25/2021,1,0,1,0,89870,87692,2152,26,SUMATERA BARAT
12/25/2021,2,0,1,1,49751,45339,3884,528,LAMPUNG
12/25/2021,80,0,45,35,864908,850913,13584,411,DKI JAKARTA
12/25/2021,18,2,8,8,486855,455506,30273,1076,JAWA TENGAH
12/25/2021,65,0,3,62,54117,52131,1748,238,KEPULAUAN RIAU
12/25/2021,7,0,5,2,114365,110254,4056,55,BALI
12/25/2021,6,0,4,2,41661,40581,1061,19,KALIMANTAN BARAT
12/25/2021,0,0,0,0,45651,44133,1431,87,KALIMANTAN TENGAH
12/25/2021,1,0,2,-1,34791,33616,1062,113,SULAWESI UTARA
12/25/2021,0,0,3,-3,29786,28986,791,9,JAMBI
12/25/2021,1,0,4,-3,47241,45587,1604,50,SULAWESI TENGAH
12/25/2021,18,0,20,-2,708750,693355,14751,644,JAWA BARAT
12/25/2021,11,2,15,-6,399965,369925,29701,339,JAWA TIMUR
12/25/2021,0,0,0,0,14594,14325,264,5,MALUKU
12/25/2021,3,0,1,2,109984,107710,2241,33,SULAWESI SELATAN
12/25/2021,2,0,5,-3,59980,56878,3081,21,SUMATERA SELATAN
12/25/2021,3,2,4,-3,132799,129986,2689,124,BANTEN
12/25/2021,0,0,31,-31,20167,19635,527,5,SULAWESI TENGGARA
12/26/2021,0,1,4,-5,27800,26915,817,68,NUSA TENGGARA BARAT
12/26/2021,0,0,4,-4,64234,62800,1347,87,NUSA TENGGARA TIMUR
12/26/2021,0,0,0,0,69949,67546,2391,12,KALIMANTAN SELATAN
12/26/2021,2,0,0,2,35935,35082,811,42,KALIMANTAN UTARA
12/26/2021,1,0,0,1,12368,12013,347,8,SULAWESI BARAT
12/26/2021,0,0,3,-3,128916,124453,4116,347,RIAU
12/26/2021,7,0,12,-5,156980,151564,5268,148,DAERAH ISTIMEWA YOGYAKARTA
12/26/2021,0,0,0,0,34371,33704,559,108,PAPUA
12/26/2021,5,0,16,-11,23560,22807,356,397,PAPUA BARAT
12/26/2021,1,0,3,-2,158321,152842,5452,27,KALIMANTAN TIMUR
12/26/2021,0,0,1,-1,38427,36360,2066,1,ACEH
12/26/2021,0,0,0,0,106107,103160,2892,55,SUMATERA UTARA
12/26/2021,1,1,2,-2,52354,50865,1462,27,KEPULAUAN BANGKA BELITUNG
12/26/2021,0,0,0,0,89870,87692,2152,26,SUMATERA BARAT
12/26/2021,47,0,24,23,864955,850937,13584,434,DKI JAKARTA
12/26/2021,4,0,12,-8,486859,455518,30273,1068,JAWA TENGAH
12/26/2021,3,0,0,3,54120,52131,1748,241,KEPULAUAN RIAU
12/26/2021,4,0,0,4,114369,110254,4056,59,BALI
12/26/2021,0,0,3,-3,41661,40584,1061,16,KALIMANTAN BARAT
12/26/2021,1,0,0,1,45652,44133,1431,88,KALIMANTAN TENGAH
12/26/2021,0,0,0,0,34791,33616,1062,113,SULAWESI UTARA
12/26/2021,0,0,0,0,29786,28986,791,9,JAMBI
12/26/2021,0,0,2,-2,47241,45589,1604,48,SULAWESI TENGAH
12/26/2021,9,0,33,-24,708759,693388,14751,620,JAWA BARAT
12/26/2021,5,0,13,-8,399970,369938,29701,331,JAWA TIMUR
12/26/2021,0,0,0,0,14594,14325,264,5,MALUKU
12/26/2021,0,0,1,-1,109984,107711,2241,32,SULAWESI SELATAN
12/26/2021,0,0,5,-5,59980,56883,3081,16,SUMATERA SELATAN
12/26/2021,2,0,6,-4,132801,129992,2689,120,BANTEN
12/26/2021,0,0,0,0,20167,19635,527,5,SULAWESI TENGGARA
12/27/2021,1,0,2,-1,27801,26917,817,67,NUSA TENGGARA BARAT
12/27/2021,3,0,7,-4,64237,62807,1347,83,NUSA TENGGARA TIMUR
12/27/2021,2,0,0,2,69951,67546,2391,14,KALIMANTAN SELATAN
12/27/2021,1,0,11,-10,35936,35093,811,32,KALIMANTAN UTARA
12/27/2021,5,0,7,-2,128921,124460,4116,345,RIAU
